"Scenario","Year","Vehicle","age","modelYear","LIB"
"Ambitious-Reference",2048,"Cars",19,2029,104052
"Ambitious-Reference",2048,"Cars",20,2028,41813
"Ambitious-Reference",2048,"Cars",21,2027,15661
"Ambitious-Reference",2048,"Cars",22,2026,5765
"Ambitious-Reference",2048,"Cars",23,2025,1998
"Ambitious-Reference",2048,"Cars",24,2024,493
"Ambitious-Reference",2048,"Cars",25,2023,112
"Ambitious-Reference",2048,"Cars",26,2022,41
"Ambitious-Reference",2048,"Cars",27,2021,7
"Ambitious-Reference",2049,"Cars",0,2049,11305
"Ambitious-Reference",2049,"Cars",1,2048,17651
"Ambitious-Reference",2049,"Cars",2,2047,27598
"Ambitious-Reference",2049,"Cars",3,2046,42979
"Ambitious-Reference",2049,"Cars",4,2045,66276
"Ambitious-Reference",2049,"Cars",5,2044,101516
"Ambitious-Reference",2049,"Cars",6,2043,155043
"Ambitious-Reference",2049,"Cars",7,2042,234515
"Ambitious-Reference",2049,"Cars",8,2041,349180
"Ambitious-Reference",2049,"Cars",9,2040,508527
"Ambitious-Reference",2049,"Cars",10,2039,712783
"Ambitious-Reference",2049,"Cars",11,2038,954144
"Ambitious-Reference",2049,"Cars",12,2037,1182462
"Ambitious-Reference",2049,"Cars",13,2036,1339120
"Ambitious-Reference",2049,"Cars",14,2035,1350841
"Ambitious-Reference",2049,"Cars",15,2034,1051841
"Ambitious-Reference",2049,"Cars",16,2033,744529
"Ambitious-Reference",2049,"Cars",17,2032,454487
"Ambitious-Reference",2049,"Cars",18,2031,247728
"Ambitious-Reference",2049,"Cars",19,2030,121276
"Ambitious-Reference",2049,"Cars",20,2029,51196
"Ambitious-Reference",2049,"Cars",21,2028,19313
"Ambitious-Reference",2049,"Cars",22,2027,6916
"Ambitious-Reference",2049,"Cars",23,2026,2466
"Ambitious-Reference",2049,"Cars",24,2025,836
"Ambitious-Reference",2049,"Cars",25,2024,204
"Ambitious-Reference",2049,"Cars",26,2023,46
"Ambitious-Reference",2049,"Cars",27,2022,17
"Ambitious-Reference",2050,"Cars",0,2050,11392
"Ambitious-Reference",2050,"Cars",1,2049,17739
"Ambitious-Reference",2050,"Cars",2,2048,27652
"Ambitious-Reference",2050,"Cars",3,2047,43129
"Ambitious-Reference",2050,"Cars",4,2046,66920
"Ambitious-Reference",2050,"Cars",5,2045,102683
"Ambitious-Reference",2050,"Cars",6,2044,156167
"Ambitious-Reference",2050,"Cars",7,2043,236073
"Ambitious-Reference",2050,"Cars",8,2042,351728
"Ambitious-Reference",2050,"Cars",9,2041,512093
"Ambitious-Reference",2050,"Cars",10,2040,721557
"Ambitious-Reference",2050,"Cars",11,2039,964241
"Ambitious-Reference",2050,"Cars",12,2038,1195734
"Ambitious-Reference",2050,"Cars",13,2037,1351600
"Ambitious-Reference",2050,"Cars",14,2036,1365080
"Ambitious-Reference",2050,"Cars",15,2035,1206589
"Ambitious-Reference",2050,"Cars",16,2034,816003
"Ambitious-Reference",2050,"Cars",17,2033,502884
"Ambitious-Reference",2050,"Cars",18,2032,270639
"Ambitious-Reference",2050,"Cars",19,2031,132609
"Ambitious-Reference",2050,"Cars",20,2030,59672
"Ambitious-Reference",2050,"Cars",21,2029,23648
"Ambitious-Reference",2050,"Cars",22,2028,8528
"Ambitious-Reference",2050,"Cars",23,2027,2960
"Ambitious-Reference",2050,"Cars",24,2026,1032
"Ambitious-Reference",2050,"Cars",25,2025,346
"Ambitious-Reference",2050,"Cars",26,2024,84
"Ambitious-Reference",2050,"Cars",27,2023,19
"Ambitious-Reference",2050,"Cars",28,2022,7
"Ambitious-Short",2022,"Cars",0,2022,6156
"Ambitious-Short",2022,"Cars",1,2021,4250
"Ambitious-Short",2022,"Cars",2,2020,3543
"Ambitious-Short",2022,"Cars",3,2019,4737
"Ambitious-Short",2022,"Cars",4,2018,6434
"Ambitious-Short",2022,"Cars",5,2017,4592
"Ambitious-Short",2022,"Cars",6,2016,18018
"Ambitious-Short",2023,"Cars",0,2023,7031
"Ambitious-Short",2023,"Cars",1,2022,9535
"Ambitious-Short",2023,"Cars",2,2021,6524
"Ambitious-Short",2023,"Cars",3,2020,5366
"Ambitious-Short",2023,"Cars",4,2019,7030
"Ambitious-Short",2023,"Cars",5,2018,9264
"Ambitious-Short",2023,"Cars",6,2017,6331
"Ambitious-Short",2023,"Cars",7,2016,23402
"Ambitious-Short",2024,"Cars",0,2024,12770
"Ambitious-Short",2024,"Cars",1,2023,10892
"Ambitious-Short",2024,"Cars",2,2022,14641
"Ambitious-Short",2024,"Cars",3,2021,9884
"Ambitious-Short",2024,"Cars",4,2020,7965
"Ambitious-Short",2024,"Cars",5,2019,10127
"Ambitious-Short",2024,"Cars",6,2018,12781
"Ambitious-Short",2024,"Cars",7,2017,8231
"Ambitious-Short",2024,"Cars",8,2016,28168
"Ambitious-Short",2025,"Cars",0,2025,21567
"Ambitious-Short",2025,"Cars",1,2024,19780
"Ambitious-Short",2025,"Cars",2,2023,16723
"Ambitious-Short",2025,"Cars",3,2022,22179
"Ambitious-Short",2025,"Cars",4,2021,14671
"Ambitious-Short",2025,"Cars",5,2020,11471
"Ambitious-Short",2025,"Cars",6,2019,13969
"Ambitious-Short",2025,"Cars",7,2018,16615
"Ambitious-Short",2025,"Cars",8,2017,9907
"Ambitious-Short",2025,"Cars",9,2016,30894
"Ambitious-Short",2026,"Cars",0,2026,26828
"Ambitious-Short",2026,"Cars",1,2025,33405
"Ambitious-Short",2026,"Cars",2,2024,30369
"Ambitious-Short",2026,"Cars",3,2023,25330
"Ambitious-Short",2026,"Cars",4,2022,32920
"Ambitious-Short",2026,"Cars",5,2021,21127
"Ambitious-Short",2026,"Cars",6,2020,15821
"Ambitious-Short",2026,"Cars",7,2019,18157
"Ambitious-Short",2026,"Cars",8,2018,19996
"Ambitious-Short",2026,"Cars",9,2017,10864
"Ambitious-Short",2026,"Cars",10,2016,30555
"Ambitious-Short",2027,"Cars",0,2027,32462
"Ambitious-Short",2027,"Cars",1,2026,41552
"Ambitious-Short",2027,"Cars",2,2025,51287
"Ambitious-Short",2027,"Cars",3,2024,45999
"Ambitious-Short",2027,"Cars",4,2023,37589
"Ambitious-Short",2027,"Cars",5,2022,47408
"Ambitious-Short",2027,"Cars",6,2021,29135
"Ambitious-Short",2027,"Cars",7,2020,20559
"Ambitious-Short",2027,"Cars",8,2019,21849
"Ambitious-Short",2027,"Cars",9,2018,21928
"Ambitious-Short",2027,"Cars",10,2017,10744
"Ambitious-Short",2027,"Cars",11,2016,27195
"Ambitious-Short",2028,"Cars",0,2028,40199
"Ambitious-Short",2028,"Cars",1,2027,50274
"Ambitious-Short",2028,"Cars",2,2026,63788
"Ambitious-Short",2028,"Cars",3,2025,77678
"Ambitious-Short",2028,"Cars",4,2024,68259
"Ambitious-Short",2028,"Cars",5,2023,54118
"Ambitious-Short",2028,"Cars",6,2022,65375
"Ambitious-Short",2028,"Cars",7,2021,37855
"Ambitious-Short",2028,"Cars",8,2020,24729
"Ambitious-Short",2028,"Cars",9,2019,23952
"Ambitious-Short",2028,"Cars",10,2018,21681
"Ambitious-Short",2028,"Cars",11,2017,9560
"Ambitious-Short",2028,"Cars",12,2016,21721
"Ambitious-Short",2029,"Cars",0,2029,49705
"Ambitious-Short",2029,"Cars",1,2028,62261
"Ambitious-Short",2029,"Cars",2,2027,77168
"Ambitious-Short",2029,"Cars",3,2026,96599
"Ambitious-Short",2029,"Cars",4,2025,115262
"Ambitious-Short",2029,"Cars",5,2024,98267
"Ambitious-Short",2029,"Cars",6,2023,74600
"Ambitious-Short",2029,"Cars",7,2022,84937
"Ambitious-Short",2029,"Cars",8,2021,45522
"Ambitious-Short",2029,"Cars",9,2020,27094
"Ambitious-Short",2029,"Cars",10,2019,23672
"Ambitious-Short",2029,"Cars",11,2018,19288
"Ambitious-Short",2029,"Cars",12,2017,7632
"Ambitious-Short",2029,"Cars",13,2016,15808
"Ambitious-Short",2030,"Cars",0,2030,58718
"Ambitious-Short",2030,"Cars",1,2029,76982
"Ambitious-Short",2030,"Cars",2,2028,95580
"Ambitious-Short",2030,"Cars",3,2027,116843
"Ambitious-Short",2030,"Cars",4,2026,143311
"Ambitious-Short",2030,"Cars",5,2025,165924
"Ambitious-Short",2030,"Cars",6,2024,135449
"Ambitious-Short",2030,"Cars",7,2023,96871
"Ambitious-Short",2030,"Cars",8,2022,102140
"Ambitious-Short",2030,"Cars",9,2021,49861
"Ambitious-Short",2030,"Cars",10,2020,26757
"Ambitious-Short",2030,"Cars",11,2019,21047
"Ambitious-Short",2030,"Cars",12,2018,15393
"Ambitious-Short",2030,"Cars",13,2017,5551
"Ambitious-Short",2030,"Cars",14,2016,10586
"Ambitious-Short",2031,"Cars",0,2031,65572
"Ambitious-Short",2031,"Cars",1,2030,90937
"Ambitious-Short",2031,"Cars",2,2029,118170
"Ambitious-Short",2031,"Cars",3,2028,144744
"Ambitious-Short",2031,"Cars",4,2027,173309
"Ambitious-Short",2031,"Cars",5,2026,206252
"Ambitious-Short",2031,"Cars",6,2025,228693
"Ambitious-Short",2031,"Cars",7,2024,175878
"Ambitious-Short",2031,"Cars",8,2023,116413
"Ambitious-Short",2031,"Cars",9,2022,111880
"Ambitious-Short",2031,"Cars",10,2021,49225
"Ambitious-Short",2031,"Cars",11,2020,23767
"Ambitious-Short",2031,"Cars",12,2019,16781
"Ambitious-Short",2031,"Cars",13,2018,11190
"Ambitious-Short",2031,"Cars",14,2017,3715
"Ambitious-Short",2031,"Cars",15,2016,6570
"Ambitious-Short",2032,"Cars",0,2032,73401
"Ambitious-Short",2032,"Cars",1,2031,101541
"Ambitious-Short",2032,"Cars",2,2030,139581
"Ambitious-Short",2032,"Cars",3,2029,178938
"Ambitious-Short",2032,"Cars",4,2028,214737
"Ambitious-Short",2032,"Cars",5,2027,249364
"Ambitious-Short",2032,"Cars",6,2026,284199
"Ambitious-Short",2032,"Cars",7,2025,296949
"Ambitious-Short",2032,"Cars",8,2024,211366
"Ambitious-Short",2032,"Cars",9,2023,127412
"Ambitious-Short",2032,"Cars",10,2022,110468
"Ambitious-Short",2032,"Cars",11,2021,43710
"Ambitious-Short",2032,"Cars",12,2020,18919
"Ambitious-Short",2032,"Cars",13,2019,12185
"Ambitious-Short",2032,"Cars",14,2018,7483
"Ambitious-Short",2032,"Cars",15,2017,2303
"Ambitious-Short",2032,"Cars",16,2016,3796
"Ambitious-Short",2033,"Cars",0,2033,83155
"Ambitious-Short",2033,"Cars",1,2032,113643
"Ambitious-Short",2033,"Cars",2,2031,155831
"Ambitious-Short",2033,"Cars",3,2030,211335
"Ambitious-Short",2033,"Cars",4,2029,265429
"Ambitious-Short",2033,"Cars",5,2028,309042
"Ambitious-Short",2033,"Cars",6,2027,343508
"Ambitious-Short",2033,"Cars",7,2026,368913
"Ambitious-Short",2033,"Cars",8,2025,356881
"Ambitious-Short",2033,"Cars",9,2024,231368
"Ambitious-Short",2033,"Cars",10,2023,125696
"Ambitious-Short",2033,"Cars",11,2022,98123
"Ambitious-Short",2033,"Cars",12,2021,34786
"Ambitious-Short",2033,"Cars",13,2020,13715
"Ambitious-Short",2033,"Cars",14,2019,8139
"Ambitious-Short",2033,"Cars",15,2018,4638
"Ambitious-Short",2033,"Cars",16,2017,1329
"Ambitious-Short",2033,"Cars",17,2016,2048
"Ambitious-Short",2034,"Cars",0,2034,93219
"Ambitious-Short",2034,"Cars",1,2033,128717
"Ambitious-Short",2034,"Cars",2,2032,174356
"Ambitious-Short",2034,"Cars",3,2031,235879
"Ambitious-Short",2034,"Cars",4,2030,313433
"Ambitious-Short",2034,"Cars",5,2029,381923
"Ambitious-Short",2034,"Cars",6,2028,425812
"Ambitious-Short",2034,"Cars",7,2027,445768
"Ambitious-Short",2034,"Cars",8,2026,443239
"Ambitious-Short",2034,"Cars",9,2025,390708
"Ambitious-Short",2034,"Cars",10,2024,228316
"Ambitious-Short",2034,"Cars",11,2023,111557
"Ambitious-Short",2034,"Cars",12,2022,78141
"Ambitious-Short",2034,"Cars",13,2021,25217
"Ambitious-Short",2034,"Cars",14,2020,9147
"Ambitious-Short",2034,"Cars",15,2019,5038
"Ambitious-Short",2034,"Cars",16,2018,2675
"Ambitious-Short",2034,"Cars",17,2017,716
"Ambitious-Short",2034,"Cars",18,2016,1036
"Ambitious-Short",2035,"Cars",0,2035,108595
"Ambitious-Short",2035,"Cars",1,2034,144266
"Ambitious-Short",2035,"Cars",2,2033,197418
"Ambitious-Short",2035,"Cars",3,2032,263812
"Ambitious-Short",2035,"Cars",4,2031,349701
"Ambitious-Short",2035,"Cars",5,2030,450877
"Ambitious-Short",2035,"Cars",6,2029,526089
"Ambitious-Short",2035,"Cars",7,2028,552665
"Ambitious-Short",2035,"Cars",8,2027,535412
"Ambitious-Short",2035,"Cars",9,2026,485114
"Ambitious-Short",2035,"Cars",10,2025,385642
"Ambitious-Short",2035,"Cars",11,2024,202716
"Ambitious-Short",2035,"Cars",12,2023,88750
"Ambitious-Short",2035,"Cars",13,2022,56696
"Ambitious-Short",2035,"Cars",14,2021,16821
"Ambitious-Short",2035,"Cars",15,2020,5654
"Ambitious-Short",2035,"Cars",16,2019,2904
"Ambitious-Short",2035,"Cars",17,2018,1441
"Ambitious-Short",2035,"Cars",18,2017,362
"Ambitious-Short",2035,"Cars",19,2016,495
"Ambitious-Short",2036,"Cars",0,2036,113361
"Ambitious-Short",2036,"Cars",1,2035,168019
"Ambitious-Short",2036,"Cars",2,2034,221201
"Ambitious-Short",2036,"Cars",3,2033,298564
"Ambitious-Short",2036,"Cars",4,2032,390884
"Ambitious-Short",2036,"Cars",5,2031,502775
"Ambitious-Short",2036,"Cars",6,2030,620835
"Ambitious-Short",2036,"Cars",7,2029,682571
"Ambitious-Short",2036,"Cars",8,2028,663849
"Ambitious-Short",2036,"Cars",9,2027,585795
"Ambitious-Short",2036,"Cars",10,2026,478688
"Ambitious-Short",2036,"Cars",11,2025,342499
"Ambitious-Short",2036,"Cars",12,2024,161379
"Ambitious-Short",2036,"Cars",13,2023,64338
"Ambitious-Short",2036,"Cars",14,2022,37856
"Ambitious-Short",2036,"Cars",15,2021,10402
"Ambitious-Short",2036,"Cars",16,2020,3255
"Ambitious-Short",2036,"Cars",17,2019,1563
"Ambitious-Short",2036,"Cars",18,2018,728
"Ambitious-Short",2036,"Cars",19,2017,170
"Ambitious-Short",2036,"Cars",20,2016,226
"Ambitious-Short",2037,"Cars",0,2037,117739
"Ambitious-Short",2037,"Cars",1,2036,175333
"Ambitious-Short",2037,"Cars",2,2035,257526
"Ambitious-Short",2037,"Cars",3,2034,334383
"Ambitious-Short",2037,"Cars",4,2033,442077
"Ambitious-Short",2037,"Cars",5,2032,561532
"Ambitious-Short",2037,"Cars",6,2031,691779
"Ambitious-Short",2037,"Cars",7,2030,805074
"Ambitious-Short",2037,"Cars",8,2029,819511
"Ambitious-Short",2037,"Cars",9,2028,726268
"Ambitious-Short",2037,"Cars",10,2027,577812
"Ambitious-Short",2037,"Cars",11,2026,425012
"Ambitious-Short",2037,"Cars",12,2025,272765
"Ambitious-Short",2037,"Cars",13,2024,117069
"Ambitious-Short",2037,"Cars",14,2023,42928
"Ambitious-Short",2037,"Cars",15,2022,23435
"Ambitious-Short",2037,"Cars",16,2021,5991
"Ambitious-Short",2037,"Cars",17,2020,1751
"Ambitious-Short",2037,"Cars",18,2019,786
"Ambitious-Short",2037,"Cars",19,2018,343
"Ambitious-Short",2037,"Cars",20,2017,77
"Ambitious-Short",2037,"Cars",21,2016,99
"Ambitious-Short",2038,"Cars",0,2038,122385
"Ambitious-Short",2038,"Cars",1,2037,182059
"Ambitious-Short",2038,"Cars",2,2036,268598
"Ambitious-Short",2038,"Cars",3,2035,389087
"Ambitious-Short",2038,"Cars",4,2034,494792
"Ambitious-Short",2038,"Cars",5,2033,634490
"Ambitious-Short",2038,"Cars",6,2032,771805
"Ambitious-Short",2038,"Cars",7,2031,896198
"Ambitious-Short",2038,"Cars",8,2030,965925
"Ambitious-Short",2038,"Cars",9,2029,896061
"Ambitious-Short",2038,"Cars",10,2028,716224
"Ambitious-Short",2038,"Cars",11,2027,512796
"Ambitious-Short",2038,"Cars",12,2026,338339
"Ambitious-Short",2038,"Cars",13,2025,197944
"Ambitious-Short",2038,"Cars",14,2024,78160
"Ambitious-Short",2038,"Cars",15,2023,26558
"Ambitious-Short",2038,"Cars",16,2022,13509
"Ambitious-Short",2038,"Cars",17,2021,3224
"Ambitious-Short",2038,"Cars",18,2020,881
"Ambitious-Short",2038,"Cars",19,2019,370
"Ambitious-Short",2038,"Cars",20,2018,156
"Ambitious-Short",2038,"Cars",21,2017,34
"Ambitious-Short",2038,"Cars",22,2016,42
"Ambitious-Short",2039,"Cars",0,2039,126980
"Ambitious-Short",2039,"Cars",1,2038,189196
"Ambitious-Short",2039,"Cars",2,2037,278799
"Ambitious-Short",2039,"Cars",3,2036,405517
"Ambitious-Short",2039,"Cars",4,2035,575318
"Ambitious-Short",2039,"Cars",5,2034,709513
"Ambitious-Short",2039,"Cars",6,2033,871046
"Ambitious-Short",2039,"Cars",7,2032,998550
"Ambitious-Short",2039,"Cars",8,2031,1073971
"Ambitious-Short",2039,"Cars",9,2030,1055267
"Ambitious-Short",2039,"Cars",10,2029,883094
"Ambitious-Short",2039,"Cars",11,2028,635428
"Ambitious-Short",2039,"Cars",12,2027,407957
"Ambitious-Short",2039,"Cars",13,2026,245423
"Ambitious-Short",2039,"Cars",14,2025,132196
"Ambitious-Short",2039,"Cars",15,2024,48381
"Ambitious-Short",2039,"Cars",16,2023,15302
"Ambitious-Short",2039,"Cars",17,2022,7275
"Ambitious-Short",2039,"Cars",18,2021,1625
"Ambitious-Short",2039,"Cars",19,2020,413
"Ambitious-Short",2039,"Cars",20,2019,169
"Ambitious-Short",2039,"Cars",21,2018,69
"Ambitious-Short",2039,"Cars",22,2017,15
"Ambitious-Short",2039,"Cars",23,2016,18
"Ambitious-Short",2040,"Cars",0,2040,131488
"Ambitious-Short",2040,"Cars",1,2039,196246
"Ambitious-Short",2040,"Cars",2,2038,289617
"Ambitious-Short",2040,"Cars",3,2037,420687
"Ambitious-Short",2040,"Cars",4,2036,598998
"Ambitious-Short",2040,"Cars",5,2035,824199
"Ambitious-Short",2040,"Cars",6,2034,972890
"Ambitious-Short",2040,"Cars",7,2033,1125311
"Ambitious-Short",2040,"Cars",8,2032,1194766
"Ambitious-Short",2040,"Cars",9,2031,1171690
"Ambitious-Short",2040,"Cars",10,2030,1039013
"Ambitious-Short",2040,"Cars",11,2029,782924
"Ambitious-Short",2040,"Cars",12,2028,505247
"Ambitious-Short",2040,"Cars",13,2027,295723
"Ambitious-Short",2040,"Cars",14,2026,163832
"Ambitious-Short",2040,"Cars",15,2025,81850
"Ambitious-Short",2040,"Cars",16,2024,27888
"Ambitious-Short",2040,"Cars",17,2023,8237
"Ambitious-Short",2040,"Cars",18,2022,3673
"Ambitious-Short",2040,"Cars",19,2021,768
"Ambitious-Short",2040,"Cars",20,2020,188
"Ambitious-Short",2040,"Cars",21,2019,74
"Ambitious-Short",2040,"Cars",22,2018,29
"Ambitious-Short",2040,"Cars",23,2017,6
"Ambitious-Short",2040,"Cars",24,2016,7
"Ambitious-Short",2041,"Cars",0,2041,135069
"Ambitious-Short",2041,"Cars",1,2040,203162
"Ambitious-Short",2041,"Cars",2,2039,300285
"Ambitious-Short",2041,"Cars",3,2038,436766
"Ambitious-Short",2041,"Cars",4,2037,620923
"Ambitious-Short",2041,"Cars",5,2036,856955
"Ambitious-Short",2041,"Cars",6,2035,1128839
"Ambitious-Short",2041,"Cars",7,2034,1255055
"Ambitious-Short",2041,"Cars",8,2033,1344192
"Ambitious-Short",2041,"Cars",9,2032,1301236
"Ambitious-Short",2041,"Cars",10,2031,1151927
"Ambitious-Short",2041,"Cars",11,2030,920244
"Ambitious-Short",2041,"Cars",12,2029,621934
"Ambitious-Short",2041,"Cars",13,2028,366034
"Ambitious-Short",2041,"Cars",14,2027,197281
"Ambitious-Short",2041,"Cars",15,2026,101395
"Ambitious-Short",2041,"Cars",16,2025,47189
"Ambitious-Short",2041,"Cars",17,2024,15016
"Ambitious-Short",2041,"Cars",18,2023,4158
"Ambitious-Short",2041,"Cars",19,2022,1746
"Ambitious-Short",2041,"Cars",20,2021,348
"Ambitious-Short",2041,"Cars",21,2020,83
"Ambitious-Short",2041,"Cars",22,2019,32
"Ambitious-Short",2041,"Cars",23,2018,12
"Ambitious-Short",2042,"Cars",0,2042,138321
"Ambitious-Short",2042,"Cars",1,2041,208654
"Ambitious-Short",2042,"Cars",2,2040,310754
"Ambitious-Short",2042,"Cars",3,2039,452581
"Ambitious-Short",2042,"Cars",4,2038,644137
"Ambitious-Short",2042,"Cars",5,2037,887376
"Ambitious-Short",2042,"Cars",6,2036,1171702
"Ambitious-Short",2042,"Cars",7,2035,1454327
"Ambitious-Short",2042,"Cars",8,2034,1496680
"Ambitious-Short",2042,"Cars",9,2033,1461359
"Ambitious-Short",2042,"Cars",10,2032,1277003
"Ambitious-Short",2042,"Cars",11,2031,1018715
"Ambitious-Short",2042,"Cars",12,2030,730066
"Ambitious-Short",2042,"Cars",13,2029,450164
"Ambitious-Short",2042,"Cars",14,2028,244047
"Ambitious-Short",2042,"Cars",15,2027,122022
"Ambitious-Short",2042,"Cars",16,2026,58436
"Ambitious-Short",2042,"Cars",17,2025,25413
"Ambitious-Short",2042,"Cars",18,2024,7584
"Ambitious-Short",2042,"Cars",19,2023,1975
"Ambitious-Short",2042,"Cars",20,2022,793
"Ambitious-Short",2042,"Cars",21,2021,153
"Ambitious-Short",2042,"Cars",22,2020,35
"Ambitious-Short",2042,"Cars",23,2019,13
"Ambitious-Short",2042,"Cars",24,2018,5
"Ambitious-Short",2043,"Cars",0,2043,141346
"Ambitious-Short",2043,"Cars",1,2042,213648
"Ambitious-Short",2043,"Cars",2,2041,319061
"Ambitious-Short",2043,"Cars",3,2040,468108
"Ambitious-Short",2043,"Cars",4,2039,666896
"Ambitious-Short",2043,"Cars",5,2038,919545
"Ambitious-Short",2043,"Cars",6,2037,1211616
"Ambitious-Short",2043,"Cars",7,2036,1506515
"Ambitious-Short",2043,"Cars",8,2035,1731935
"Ambitious-Short",2043,"Cars",9,2034,1624265
"Ambitious-Short",2043,"Cars",10,2033,1431569
"Ambitious-Short",2043,"Cars",11,2032,1127365
"Ambitious-Short",2043,"Cars",12,2031,806639
"Ambitious-Short",2043,"Cars",13,2030,527799
"Ambitious-Short",2043,"Cars",14,2029,299900
"Ambitious-Short",2043,"Cars",15,2028,150872
"Ambitious-Short",2043,"Cars",16,2027,70288
"Ambitious-Short",2043,"Cars",17,2026,31457
"Ambitious-Short",2043,"Cars",18,2025,12831
"Ambitious-Short",2043,"Cars",19,2024,3611
"Ambitious-Short",2043,"Cars",20,2023,896
"Ambitious-Short",2043,"Cars",21,2022,347
"Ambitious-Short",2043,"Cars",22,2021,65
"Ambitious-Short",2043,"Cars",23,2020,15
"Ambitious-Short",2043,"Cars",24,2019,5
"Ambitious-Short",2044,"Cars",0,2044,144117
"Ambitious-Short",2044,"Cars",1,2043,218284
"Ambitious-Short",2044,"Cars",2,2042,326627
"Ambitious-Short",2044,"Cars",3,2041,480417
"Ambitious-Short",2044,"Cars",4,2040,689256
"Ambitious-Short",2044,"Cars",5,2039,950945
"Ambitious-Short",2044,"Cars",6,2038,1253759
"Ambitious-Short",2044,"Cars",7,2037,1555189
"Ambitious-Short",2044,"Cars",8,2036,1790079
"Ambitious-Short",2044,"Cars",9,2035,1877059
"Ambitious-Short",2044,"Cars",10,2034,1588375
"Ambitious-Short",2044,"Cars",11,2033,1261683
"Ambitious-Short",2044,"Cars",12,2032,890760
"Ambitious-Short",2044,"Cars",13,2031,582149
"Ambitious-Short",2044,"Cars",14,2030,351257
"Ambitious-Short",2044,"Cars",15,2029,185278
"Ambitious-Short",2044,"Cars",16,2028,86868
"Ambitious-Short",2044,"Cars",17,2027,37820
"Ambitious-Short",2044,"Cars",18,2026,15884
"Ambitious-Short",2044,"Cars",19,2025,6120
"Ambitious-Short",2044,"Cars",20,2024,1642
"Ambitious-Short",2044,"Cars",21,2023,391
"Ambitious-Short",2044,"Cars",22,2022,148
"Ambitious-Short",2044,"Cars",23,2021,27
"Ambitious-Short",2044,"Cars",24,2020,6
